NPTDR File Region	NPTDR File Admin Area	NPTDR Operator Code	Code Problem	NPTDR Route Numbers
Great Britain	National	MLL	missing	BusRoute 1
Great Britain	National	BAI	missing	BusRoute N12, BusRoute N16, BusRoute 305A, BusRoute 404, BusRoute 777, BusRoute 240, BusRoute 308
Great Britain	National	1044	missing	BusRoute 517, BusRoute 589, BusRoute 592
Great Britain	National	FMR	missing	BusRoute 143, BusRoute 144, BusRoute 146, BusRoute 71, BusRoute 71A, BusRoute 72, BusRoute 72A, BusRoute 81, BusRoute 418, BusRoute 420, BusRoute 469, BusRoute 502, BusRoute 492, BusRoute 74, BusRoute 74A, BusRoute 74B, BusRoute 75, BusRoute 75B, BusRoute 75S, BusRoute 78, BusRoute 78A, BusRoute 79, BusRoute 79A, BusRoute 80, BusRoute 82, BusRoute 449, BusRoute 453, BusRoute 26, BusRoute 1, BusRoute 2, BusRoute 2A, BusRoute 3, BusRoute 5, BusRoute 5A, BusRoute 15, BusRoute 30, BusRoute 31, BusRoute 31A, BusRoute 31B, BusRoute 31C, BusRoute 32B, BusRoute 33, BusRoute 34, BusRoute 35, BusRoute 37, BusRoute 44, BusRoute 44A, BusRoute 44B, BusRoute 45, BusRoute 51, BusRoute 52, BusRoute 53, BusRoute 55, BusRoute 56, BusRoute 57, BusRoute 58, BusRoute 66, BusRoute 67, BusRoute 68, BusRoute 70, BusRoute 133, BusRoute 142, BusRoute 247, BusRoute 292, BusRoute 294, BusRoute 300, BusRoute 302, BusRoute 303, BusRoute 334, BusRoute 423, BusRoute 424, BusRoute 425, BusRoute 550, BusRoute 551, BusRoute 557, BusRoute S58, BusRoute W22, BusRoute 10, BusRoute 14, BusRoute 32, BusRoute 32A, BusRoute 37A, BusRoute 295, BusRoute S3, BusRoute X3
Great Britain	National	TJT	missing	BusRoute 137, BusRoute 139, BusRoute 138
Great Britain	National	RED	missing	BusRoute 864, BusRoute 149, BusRoute 365, BusRoute 505, BusRoute 171, BusRoute 223, BusRoute 311, BusRoute 418, BusRoute 419, BusRoute 433, BusRoute 489
Great Britain	National	DP	missing	BusRoute 68, BusRoute 102
Great Britain	National	2488	missing	BusRoute 106
Great Britain	National	1966	missing	BusRoute 21, BusRoute 252, BusRoute 255, BusRoute 260, BusRoute 261, BusRoute 262, BusRoute 266, BusRoute 270, BusRoute 272, BusRoute 285, BusRoute 286, BusRoute 291, BusRoute 370, BusRoute 267
Great Britain	National	JBT	missing	BusRoute 124, BusRoute 125, BusRoute 126, BusRoute 134
Great Britain	National	BAK	missing	BusRoute 99, BusRoute 99A, BusRoute 99B, BusRoute 423, BusRoute 33A, BusRoute 108, BusRoute 424, BusRoute 33, BusRoute X38, BusRoute 9, BusRoute 16, BusRoute 77, BusRoute 94, BusRoute 350, BusRoute X1, BusRoute 94A
Great Britain	National	EE	missing	BusRoute EE1, BusRoute EE2, BusRoute EE3
Great Britain	National	2357	missing	BusRoute 101
Great Britain	National	1045	missing	BusRoute 518, BusRoute 522, BusRoute 638
Great Britain	National	CEB	missing	BusRoute 28, BusRoute 42, BusRoute 73, BusRoute 74, BusRoute 78, BusRoute 88, BusRoute 98, BusRoute 459, BusRoute 616, BusRoute 676, BusRoute S11, BusRoute S7
Great Britain	National	HTL	missing	BusRoute 865
Great Britain	National	1046	missing	BusRoute 624, BusRoute 740
Great Britain	National	1968	missing	BusRoute 516, BusRoute 517, BusRoute 521, BusRoute 533, BusRoute 583, BusRoute 584, BusRoute 614, BusRoute 615, BusRoute 624, BusRoute 630, BusRoute 635, BusRoute 638, BusRoute 664, BusRoute 683, BusRoute 685, BusRoute 132, BusRoute 300, BusRoute 514, BusRoute 581, BusRoute 591, BusRoute 640, BusRoute 641, BusRoute 654, BusRoute 592, BusRoute 674, BusRoute 684, BusRoute 126
Great Britain	National	1836	missing	BusRoute 362, BusRoute 507, BusRoute 510, BusRoute 515, BusRoute 516, BusRoute 519, BusRoute 521, BusRoute 534, BusRoute 536, BusRoute 537, BusRoute 539, BusRoute 556, BusRoute 561, BusRoute 562, BusRoute 575, BusRoute 576, BusRoute 615, BusRoute 98, BusRoute 138, BusRoute 360, BusRoute 538, BusRoute 541, BusRoute 480, BusRoute 715
Great Britain	National	2226	missing	BusRoute 6, BusRoute 6A
Great Britain	National	REG	missing	BusRoute 806, BusRoute 879, BusRoute 894, BusRoute R66, BusRoute R88
Great Britain	National	SHI	missing	BusRoute 411, BusRoute 500, BusRoute 501, BusRoute 502, BusRoute 507, BusRoute 508, BusRoute 512, BusRoute 512A, BusRoute 950, BusRoute 951
Great Britain	National	AUS	missing	BusRoute E11
Great Britain	National	LIN	missing	BusRoute 692, BusRoute 714, BusRoute 724, BusRoute D6
Great Britain	National	NOR	missing	BusRoute 630, BusRoute 631, BusRoute 651
Great Britain	National	2490	missing	BusRoute 156, BusRoute 160, BusRoute 193, BusRoute 210, BusRoute 221, BusRoute 241, BusRoute 153, BusRoute 182, BusRoute 250, BusRoute 293, BusRoute 161, BusRoute 203, BusRoute 155
Great Britain	National	GPX	missing	BusRoute 563, BusRoute 106, BusRoute 571
Great Britain	National	EG	missing	BusRoute 18, BusRoute 19, BusRoute 26, BusRoute 51, BusRoute 52, BusRoute 53, BusRoute X20, BusRoute 935, BusRoute 949
Great Britain	National	BAN	missing	BusRoute 530, BusRoute 535, BusRoute 545, BusRoute 634
Great Britain	National	RDT	missing	BusRoute 625, BusRoute 624
Great Britain	National	1048	missing	BusRoute 525, BusRoute 538, BusRoute 539, BusRoute 540, BusRoute 594, BusRoute 600, BusRoute 607, BusRoute 648, BusRoute 660, BusRoute 951, BusRoute 967, BusRoute 664, BusRoute 841, BusRoute 974, BusRoute 15
Great Britain	National	UNO	missing	BusRoute 2, BusRoute 3, BusRoute 4, BusRoute 5, BusRoute S1, BusRoute S2, BusRoute S3, BusRoute S4, BusRoute S5, BusRoute S7, BusRoute S8, BusRoute S9, BusRoute 301, BusRoute 304, BusRoute 341, BusRoute 404, BusRoute 405, BusRoute 600, BusRoute 601, BusRoute 602, BusRoute 603, BusRoute 607, BusRoute 608, BusRoute 609, BusRoute 610, BusRoute 614, BusRoute 615, BusRoute 620, BusRoute 621, BusRoute 622, BusRoute 632, BusRoute 634, BusRoute 635, BusRoute 636, BusRoute 641, BusRoute 644, BusRoute 650, BusRoute 655, BusRoute 656, BusRoute 658, BusRoute 659, BusRoute 813, BusRoute 826, BusRoute 870, BusRoute 884, BusRoute SHTL, BusRoute PB1
Great Britain	National	DT	missing	BusRoute 500, BusRoute 501, BusRoute 502, BusRoute M, BusRoute 7, BusRoute 96, BusRoute 173, BusRoute 341, BusRoute 342, BusRoute 350, BusRoute 360, BusRoute 361, BusRoute 366, BusRoute 381, BusRoute 607, BusRoute 863, BusRoute 888, BusRoute 898, BusRoute 979, BusRoute PR3, BusRoute U, BusRoute 97
Great Britain	National	NOT	missing	BusRoute 1110
Great Britain	National	BBC	missing	BusRoute 413, BusRoute 406
Great Britain	National	2229	missing	BusRoute 10, BusRoute 3, BusRoute 25, BusRoute 20, BusRoute 1, BusRoute 5, BusRoute 9, BusRoute 10A, BusRoute 21, BusRoute 15A, BusRoute 15, BusRoute 51, BusRoute 53, BusRoute CRL, BusRoute 16, BusRoute 1A
Great Britain	National	CDR	missing	BusRoute A, BusRoute B, BusRoute D2, BusRoute F, BusRoute 146, BusRoute 151, BusRoute 152, BusRoute 153, BusRoute 154, BusRoute 164
Great Britain	National	DV	missing	BusRoute 327, BusRoute 329, BusRoute 330, BusRoute 331
Great Britain	National	MLT	missing	BusRoute 31, BusRoute 199, BusRoute E1, BusRoute E2, BusRoute E3, BusRoute E4, BusRoute E5, BusRoute E6
Great Britain	National	TLC	missing	BusRoute MC3, BusRoute ML1, BusRoute ML2, BusRoute ML3, BusRoute ML9, BusRoute ML10, BusRoute ML11, BusRoute ML12, BusRoute ML16, BusRoute 606, BusRoute 947, BusRoute 963, BusRoute 966, BusRoute 967, BusRoute 653, BusRoute 20, BusRoute 20A, BusRoute 20B, BusRoute 00GA, BusRoute 01G0, BusRoute 01K0, BusRoute 3L, BusRoute 3X, BusRoute 0400, BusRoute 04P0, BusRoute 04R0, BusRoute 04S0, BusRoute 05C0, BusRoute 6C, BusRoute 6G, BusRoute 06H0, BusRoute 6K, BusRoute 06S0, BusRoute 09M0, BusRoute H1, BusRoute S1, BusRoute Y114, BusRoute 15B0, BusRoute 16S0, BusRoute 18M0, BusRoute 18S0, BusRoute 40A0, BusRoute 51E0, BusRoute 51M, BusRoute 51N0, BusRoute AL1
Great Britain	National	1050	missing	BusRoute 688, BusRoute 853
Great Britain	National	PWD	missing	BusRoute 402, BusRoute 404, BusRoute 405, BusRoute 406, BusRoute 424
Great Britain	National	MMI	missing	BusRoute W3, BusRoute W2
Great Britain	National	JCO	missing	BusRoute 296, BusRoute 489
Great Britain	National	OSM	missing	BusRoute 782
Great Britain	National	GRE	missing	BusRoute W19, BusRoute W18
Great Britain	National	REL	missing	BusRoute 30H, BusRoute 30X, BusRoute 40, BusRoute 30
Great Britain	National	JDC	missing	BusRoute 381
Great Britain	National	1051	missing	BusRoute 77, BusRoute 110, BusRoute 112, BusRoute 123, BusRoute 217, BusRoute 315, BusRoute 470, BusRoute 547, BusRoute 610, BusRoute 698, BusRoute 714, BusRoute 715, BusRoute 718, BusRoute 723, BusRoute 750, BusRoute 755, BusRoute 764, BusRoute 768, BusRoute 785, BusRoute 789, BusRoute 825, BusRoute 838, BusRoute 902, BusRoute 909, BusRoute 984, BusRoute 998, BusRoute 75, BusRoute 375, BusRoute 606, BusRoute 702, BusRoute 731, BusRoute 2C, BusRoute 761, BusRoute 76, BusRoute 957
Great Britain	National	2231	missing	BusRoute 391, BusRoute 390, BusRoute 360, BusRoute 378
Great Britain	National	ELB	missing	BusRoute 372, BusRoute 215
Great Britain	National	SHO	missing	BusRoute C17
Great Britain	National	LONG	missing	BusRoute 205
Great Britain	National	FA	missing	BusRoute 318, BusRoute 320, BusRoute 321, BusRoute 475
Great Britain	National	BBG	missing	BusRoute 46
Great Britain	National	EL	missing	CoachRoute 473, BusRoute 69, BusRoute 15Ha, BusRoute 230, BusRoute 238, BusRoute 247, BusRoute 257, BusRoute 330, BusRoute N86
Great Britain	National	_WH	missing	FerryRoute ZZ3
Great Britain	National	AWA	missing	BusRoute WA10, BusRoute AWA2
Great Britain	National	HTS	missing	BusRoute HB05, BusRoute 94, BusRoute 4, BusRoute 6, BusRoute 9, BusRoute 12, BusRoute 16, BusRoute 22, BusRoute 35, BusRoute 91, BusRoute 92, BusRoute 93, BusRoute 95, BusRoute 254, BusRoute 642
Great Britain	National	HABC	missing	BusRoute E3, BusRoute E4, BusRoute E5, BusRoute E6, BusRoute E8, BusRoute 300, BusRoute 400, BusRoute 504, BusRoute 525, BusRoute 555, BusRoute 600, BusRoute 700
Great Britain	National	EM	missing	BusRoute 31B, BusRoute 36, BusRoute 121, BusRoute 147, BusRoute 300, BusRoute 605, BusRoute 611, BusRoute 627, BusRoute 634, BusRoute 635, BusRoute 637, BusRoute 638, BusRoute 27, BusRoute 31C, BusRoute 629, BusRoute 636, BusRoute 44B, BusRoute 31A, BusRoute 44A, BusRoute 75, BusRoute 639, BusRoute 11
Great Britain	National	1052	missing	BusRoute 552, BusRoute 561, BusRoute 626, BusRoute 876
Great Britain	National	1973	missing	BusRoute 44, BusRoute 188, BusRoute 194, BusRoute 272, BusRoute 278, BusRoute 196
Great Britain	National	2232	missing	BusRoute E69, BusRoute 49, BusRoute 47, BusRoute 300
Great Britain	National	BAT	missing	BusRoute B67, BusRoute B71, BusRoute B73, BusRoute B75, BusRoute B79, BusRoute B80, BusRoute B81, BusRoute B82, BusRoute B83
Great Britain	National	REN	missing	BusRoute 11, BusRoute A, BusRoute B, BusRoute 18, BusRoute 95, BusRoute 96, BusRoute 97, BusRoute 119, BusRoute 120, BusRoute 121, BusRoute 123, BusRoute 126, BusRoute 137, BusRoute 141, BusRoute 142, BusRoute 143, BusRoute 145, BusRoute 245, BusRoute 267, BusRoute 268, BusRoute 269, BusRoute 294, BusRoute 317, BusRoute 318, BusRoute 319, BusRoute 321, BusRoute 322, BusRoute 355, BusRoute 356, BusRoute 358, BusRoute 359, BusRoute 384, BusRoute 92A, BusRoute 92B
Great Britain	National	DY	missing	BusRoute X6, BusRoute 182, BusRoute 185, BusRoute 301, BusRoute 302, BusRoute 303, BusRoute 309, BusRoute 310, BusRoute 311, BusRoute 314, BusRoute 315, BusRoute 316, BusRoute 317, BusRoute 318, BusRoute 320, BusRoute 321, BusRoute 322, BusRoute 324, BusRoute 325, BusRoute 326, BusRoute 329, BusRoute 330, BusRoute 347, BusRoute 368, BusRoute 387, BusRoute 435, BusRoute 440, BusRoute 704, BusRoute 720, BusRoute 844, BusRoute 323, BusRoute ASDA, BusRoute 23, BusRoute 25, BusRoute 128, BusRoute 152, BusRoute 415, BusRoute 416, BusRoute 417, BusRoute 418, BusRoute 445, BusRoute 448, BusRoute 460, BusRoute 11
Great Britain	National	DIA	missing	BusRoute 8A, BusRoute 16, BusRoute 19, BusRoute 24, BusRoute 38, BusRoute 50, BusRoute 56, BusRoute 56A, BusRoute 74A, BusRoute 81, BusRoute 120, BusRoute 140, BusRoute 142, BusRoute 145, BusRoute 146, BusRoute 175, BusRoute 177, BusRoute 178, BusRoute 179, BusRoute 202, BusRoute 204, BusRoute 205, BusRoute 208, BusRoute 213, BusRoute 214, BusRoute 224, BusRoute 226, BusRoute 229, BusRoute 230, BusRoute 243, BusRoute 245, BusRoute 255, BusRoute 256, BusRoute 257, BusRoute 267, BusRoute 283, BusRoute 294, BusRoute 295, BusRoute 301, BusRoute 303, BusRoute 313, BusRoute 326, BusRoute 327, BusRoute 332, BusRoute 342, BusRoute 399, BusRoute 401, BusRoute 401E, BusRoute 402, BusRoute 404E, BusRoute 410, BusRoute 417, BusRoute 419, BusRoute 424, BusRoute 425, BusRoute 430, BusRoute 431, BusRoute 443, BusRoute 445, BusRoute 446, BusRoute 522, BusRoute 523, BusRoute 531, BusRoute 532, BusRoute 533, BusRoute 544, BusRoute 560, BusRoute 581, BusRoute 604, BusRoute 640, BusRoute 644, BusRoute 645, BusRoute 669, BusRoute 905, BusRoute 002, BusRoute 007, BusRoute X96, BusRoute 223, BusRoute 530, BusRoute 545, BusRoute 71, BusRoute 166
Great Britain	National	ELC	missing	BusRoute 56, BusRoute 703, BusRoute 903, BusRoute 904, BusRoute 701, BusRoute 702
Great Britain	National	CTW0	missing	BusRoute 701
Great Britain	National	SHP	missing	BusRoute 6, BusRoute 7, BusRoute 8, BusRoute 9, BusRoute 4, BusRoute 5, BusRoute 3, BusRoute 2, BusRoute 1
Great Britain	National	1053	missing	BusRoute 554, BusRoute 556, BusRoute 557, BusRoute X55, BusRoute 555
Great Britain	National	FC	missing	BusRoute 51, BusRoute 52, BusRoute 53, BusRoute 59, BusRoute 91, BusRoute 94, BusRoute 312, BusRoute 313
Great Britain	National	AVO	missing	BusRoute 400, BusRoute 521, BusRoute 200, BusRoute 300
Great Britain	National	FD	missing	BusRoute X53, BusRoute X54, BusRoute 1, BusRoute 2A, BusRoute 3A, BusRoute 4B, BusRoute 10, BusRoute 31, BusRoute 40, BusRoute 40A, BusRoute 44, BusRoute 45, BusRoute 45A, BusRoute 47, BusRoute 79, BusRoute 88, BusRoute 94A, BusRoute 101, BusRoute 110, BusRoute 210, BusRoute 253, BusRoute 502, BusRoute 503, BusRoute 601, BusRoute 631, BusRoute 753, BusRoute 6, BusRoute 8, BusRoute 89, BusRoute 91, BusRoute 94, BusRoute 108, BusRoute 2, BusRoute 5, BusRoute 90, BusRoute 92, BusRoute 3, BusRoute 4, BusRoute 71
Great Britain	National	1054	missing	BusRoute 572, BusRoute 695
Great Britain	National	REP	missing	BusRoute 837
Great Britain	National	XHOL	missing	BusRoute 55, BusRoute 220, BusRoute 221, BusRoute 222, BusRoute HOL1, BusRoute TB1, BusRoute TB2, BusRoute TB3, BusRoute TB4
Great Britain	National	DIC	missing	BusRoute 1, BusRoute 1A, BusRoute 38
Great Britain	National	CEL	missing	BusRoute 89, BusRoute 657
Great Britain	National	SIF	missing	BusRoute B1, BusRoute D3, BusRoute D3A, BusRoute D5, BusRoute D6, BusRoute D7, BusRoute D7X, BusRoute D8, BusRoute G3, BusRoute G4, BusRoute G6, BusRoute K1, BusRoute K3, BusRoute K4, BusRoute K5, BusRoute K6, BusRoute K13, BusRoute N55, BusRoute N58, BusRoute 6, BusRoute 6A, BusRoute 6B, BusRoute 7, BusRoute 7A, BusRoute 8, BusRoute 8A, BusRoute 13, BusRoute 16, BusRoute 17, BusRoute 17A, BusRoute 17B, BusRoute 18, BusRoute 19, BusRoute 19A, BusRoute 20, BusRoute 20A, BusRoute 23, BusRoute 24, BusRoute 30, BusRoute 30A, BusRoute 31, BusRoute 32, BusRoute 33, BusRoute 34, BusRoute 34A, BusRoute 35, BusRoute 35A, BusRoute 36, BusRoute 36A, BusRoute 37, BusRoute 39, BusRoute 39A, BusRoute 39B, BusRoute 40, BusRoute 41, BusRoute 41A, BusRoute 43, BusRoute 43A, BusRoute 44, BusRoute 44A, BusRoute 44B, BusRoute 45, BusRoute 46, BusRoute 48, BusRoute 48A, BusRoute 49, BusRoute 49A, BusRoute 53, BusRoute 55, BusRoute 64, BusRoute 64A, BusRoute 66, BusRoute 67, BusRoute 67A, BusRoute 67B, BusRoute 68, BusRoute 68A, BusRoute 68B, BusRoute 71, BusRoute 71A, BusRoute 72, BusRoute 74, BusRoute 74A, BusRoute 74B, BusRoute 76, BusRoute 78, BusRoute 78A, BusRoute 79, BusRoute 79A, BusRoute 80, BusRoute 80A, BusRoute 80C, BusRoute 80D, BusRoute 83, BusRoute 94, BusRoute 94A, BusRoute 94M, BusRoute 95, BusRoute 96, BusRoute 96A, BusRoute 97, BusRoute 98, BusRoute 99, BusRoute 99A, BusRoute 99B, BusRoute 99C, BusRoute 107, BusRoute 108, BusRoute 116, BusRoute 119, BusRoute 134, BusRoute 141, BusRoute 150, BusRoute 173, BusRoute 182, BusRoute 191, BusRoute 206, BusRoute 207, BusRoute 208, BusRoute 211, BusRoute 216, BusRoute 218, BusRoute 219, BusRoute 223, BusRoute 226, BusRoute 232, BusRoute 234, BusRoute 235, BusRoute 241, BusRoute 243, BusRoute 246, BusRoute 247, BusRoute 248, BusRoute 249, BusRoute 251, BusRoute 260, BusRoute 262, BusRoute 264, BusRoute 265, BusRoute 266, BusRoute 267, BusRoute 268, BusRoute 274, BusRoute 277, BusRoute 279, BusRoute 280, BusRoute 281, BusRoute 282, BusRoute 283, BusRoute 284, BusRoute 286, BusRoute 295, BusRoute 296, BusRoute 319, BusRoute 323, BusRoute 331, BusRoute 342, BusRoute 350, BusRoute 351, BusRoute 355, BusRoute 357, BusRoute 362, BusRoute 364, BusRoute 365, BusRoute 367, BusRoute 377, BusRoute 395, BusRoute 416, BusRoute 418, BusRoute 419, BusRoute 423, BusRoute 433, BusRoute 442, BusRoute 448, BusRoute 450, BusRoute 464, BusRoute 477, BusRoute 481, BusRoute 495, BusRoute 519, BusRoute 616, BusRoute 619, BusRoute 649, BusRoute 680, BusRoute 681, BusRoute 719, BusRoute 747, BusRoute 801, BusRoute 802, BusRoute 819, BusRoute 895, BusRoute X1, BusRoute X4, BusRoute X24, BusRoute X26, BusRoute X27, BusRoute X42, BusRoute X50, BusRoute X53, BusRoute X54, BusRoute X58, BusRoute X59, BusRoute X60, BusRoute X61, BusRoute 15, BusRoute 92, BusRoute 56A, BusRoute 56B, BusRoute 201, BusRoute 202, BusRoute 203, BusRoute 204, BusRoute 205, BusRoute 617, BusRoute 56, BusRoute C64, BusRoute X51, BusRoute 005B, BusRoute A, BusRoute B, BusRoute 21, BusRoute 61, BusRoute 62, BusRoute 65, BusRoute 91, BusRoute T1, BusRoute T2, BusRoute T3, BusRoute T4, BusRoute T5, BusRoute T6, BusRoute T7, BusRoute 139, BusRoute 18A, BusRoute 400, BusRoute 401, BusRoute 402, BusRoute 403, BusRoute 404, BusRoute 405, BusRoute 406, BusRoute 407, BusRoute 408, BusRoute 409, BusRoute 414, BusRoute 431
Great Britain	National	2498	missing	BusRoute 116, BusRoute 801, BusRoute 161, BusRoute 870
Great Britain	National	1055	missing	BusRoute 574, BusRoute 710
Great Britain	National	2234	missing	BusRoute 108
Great Britain	National	FE	missing	BusRoute 200, BusRoute 1, BusRoute 2, BusRoute 3, BusRoute 4, BusRoute 5, BusRoute 6, BusRoute 7, BusRoute 8, BusRoute 10, BusRoute 11, BusRoute 12, BusRoute 13, BusRoute 15, BusRoute 16, BusRoute 17, BusRoute 18, BusRoute 20, BusRoute 21, BusRoute 22, BusRoute 24, BusRoute 25, BusRoute 26, BusRoute 27, BusRoute 28, BusRoute 2C, BusRoute 30, BusRoute 31, BusRoute 36, BusRoute 40, BusRoute 41, BusRoute 42, BusRoute 45, BusRoute 46, BusRoute 47, BusRoute 48, BusRoute 50, BusRoute 51, BusRoute 54, BusRoute 55, BusRoute 56, BusRoute 5A, BusRoute 5B, BusRoute 61, BusRoute 62, BusRoute 63, BusRoute 64, BusRoute 65, BusRoute 66, BusRoute 67, BusRoute 69, BusRoute 70, BusRoute 71, BusRoute 72, BusRoute 73, BusRoute 74, BusRoute 75, BusRoute 76, BusRoute 7X, BusRoute 83, BusRoute 88, BusRoute 8A, BusRoute 8B, BusRoute 8C, BusRoute 8E, BusRoute 92, BusRoute 99, BusRoute 100, BusRoute 101, BusRoute 102, BusRoute 103, BusRoute 104, BusRoute 131, BusRoute 132, BusRoute 140, BusRoute 15A, BusRoute 15B, BusRoute 15C, BusRoute 16A, BusRoute 175, BusRoute 17A, BusRoute 17B, BusRoute 193, BusRoute 20A, BusRoute 21A, BusRoute 21B, BusRoute 22A, BusRoute 22B, BusRoute 256, BusRoute 25A, BusRoute 25B, BusRoute 25C, BusRoute 26A, BusRoute 26B, BusRoute 26C, BusRoute 275, BusRoute 302, BusRoute 306, BusRoute 318, BusRoute 31B, BusRoute 31C, BusRoute 31D, BusRoute 31X, BusRoute 347, BusRoute 351, BusRoute 352, BusRoute 36X, BusRoute 42A, BusRoute 45A, BusRoute 48A, BusRoute 48B, BusRoute 48C, BusRoute 502, BusRoute 511, BusRoute 512, BusRoute 525, BusRoute 542, BusRoute 54A, BusRoute 54C, BusRoute 551, BusRoute 561, BusRoute 562, BusRoute 56A, BusRoute 61A, BusRoute 62A, BusRoute 64A, BusRoute 66A, BusRoute 67A, BusRoute 67B, BusRoute 67C, BusRoute 67D, BusRoute 67E, BusRoute 70X, BusRoute 71C, BusRoute 73A, BusRoute 74B, BusRoute 75A, BusRoute 80A, BusRoute 80C, BusRoute 820, BusRoute 821, BusRoute 822, BusRoute 825, BusRoute 88A, BusRoute 88B, BusRoute 999, BusRoute X22, BusRoute X30, BusRoute 692, BusRoute 699
Great Britain	National	UTMC	missing	BusRoute 923
Great Britain	National	HUL	missing	BusRoute 272, BusRoute 015, BusRoute 17, BusRoute 018, BusRoute 025, BusRoute 048, BusRoute 52, BusRoute 63, BusRoute 64, BusRoute 66, BusRoute 68, BusRoute 89, BusRoute 170, BusRoute 171, BusRoute 172, BusRoute 173, BusRoute 174, BusRoute 175, BusRoute 177, BusRoute 178, BusRoute 241, BusRoute 260, BusRoute 276
Great Britain	National	AWE	missing	BusRoute 403
Great Britain	National	RER	missing	TramMetroRoute RAIL
Great Britain	National	CEN	missing	BusRoute 71, BusRoute 71A, BusRoute 71B, BusRoute 72, BusRoute 88, BusRoute 420
Great Britain	National	SHT	missing	FerryRoute SF1, FerryRoute SF2, FerryRoute SF3, FerryRoute SF4, FerryRoute SF5, FerryRoute SF6, FerryRoute SF7
Great Britain	National	ER	missing	BusRoute 281, BusRoute 282
Great Britain	National	1056	missing	BusRoute 570, BusRoute 571, BusRoute 598, BusRoute 609
Great Britain	National	2236	missing	BusRoute C56
Great Britain	National	ELG	missing	BusRoute S5
Great Britain	National	WVE	missing	BusRoute H3, BusRoute H3A, BusRoute C64, BusRoute H1, BusRoute H2
Great Britain	National	BAY	missing	BusRoute DAX
Great Britain	National	1057	missing	BusRoute 136, BusRoute 412, BusRoute 577, BusRoute 615, BusRoute 717, BusRoute 772, BusRoute 792, BusRoute 804, BusRoute 960, BusRoute 962, BusRoute 965, BusRoute 966, BusRoute 433
Great Britain	National	1979	missing	BusRoute X1
Great Britain	National	1847	missing	BusRoute 372
Great Britain	National	2237	missing	BusRoute 76, BusRoute 130, BusRoute 108, BusRoute 392, BusRoute 393, BusRoute 77, BusRoute 391, BusRoute 9, BusRoute 32, BusRoute D1, BusRoute 90, BusRoute 91, BusRoute 92, BusRoute 93, BusRoute X38, BusRoute 99, BusRoute 99A, BusRoute 99B
Great Britain	National	YEC	missing	BusRoute 75B, BusRoute 76, BusRoute 76A, BusRoute 77, BusRoute 77A, BusRoute 77B, BusRoute 81, BusRoute 81A, BusRoute 437, BusRoute 446, BusRoute 477, BusRoute 903, BusRoute 905, BusRoute 913, BusRoute 39, BusRoute 39A, BusRoute 79, BusRoute 82, BusRoute 447, BusRoute 449, BusRoute 453, BusRoute 454
Great Britain	National	FG	missing	CoachRoute GRY1, CoachRoute GRY2
Great Britain	National	HUN	missing	BusRoute 713
Great Britain	National	ES	missing	BusRoute 25
Great Britain	National	SHU	missing	BusRoute 113, BusRoute 334, BusRoute 10, BusRoute 13
Great Britain	National	FH	missing	BusRoute 20A, BusRoute 20C, BusRoute 678, BusRoute U10, BusRoute U18, BusRoute 5, BusRoute 10, BusRoute 178, BusRoute N1, BusRoute N2, BusRoute N3, BusRoute N4, BusRoute N5, BusRoute N6, BusRoute N7, BusRoute N8, BusRoute 503, BusRoute 510, BusRoute 511, BusRoute 517, BusRoute 518, BusRoute 558, BusRoute 559, BusRoute 584, BusRoute 585, BusRoute 586, BusRoute 587, BusRoute 902, BusRoute 903, BusRoute U1, BusRoute U2, BusRoute U3, BusRoute U4, BusRoute U5, BusRoute U6, BusRoute U6A, BusRoute 121, BusRoute 354, BusRoute 657, BusRoute 660, BusRoute 17, BusRoute 71, BusRoute 71A, BusRoute 72, BusRoute 84, BusRoute 85, BusRoute 86, BusRoute 087, BusRoute 88, BusRoute 329, BusRoute 482, BusRoute 483, BusRoute 532, BusRoute 533, BusRoute 581, BusRoute 620, BusRoute 622, BusRoute 624, BusRoute 625, BusRoute 626, BusRoute 689, BusRoute N50, BusRoute X27
Great Britain	National	ET	missing	BusRoute 1
Great Britain	National	BCC	missing	BusRoute 19, BusRoute 20, BusRoute 30, BusRoute 31, BusRoute 33, BusRoute 34, BusRoute 35, BusRoute 44, BusRoute 50, BusRoute 51, BusRoute 55A, BusRoute 56A, BusRoute 57, BusRoute 57A, BusRoute 58, BusRoute 58A, BusRoute 70, BusRoute 93, BusRoute 137, BusRoute 140, BusRoute 141, BusRoute 143, BusRoute 157, BusRoute 247, BusRoute 350, BusRoute 362, BusRoute 363, BusRoute 382, BusRoute 20A, BusRoute 32, BusRoute 61, BusRoute 64, BusRoute 333, BusRoute 377
Great Britain	National	EU	missing	BusRoute 672, BusRoute 224, BusRoute 777A, BusRoute 777B, BusRoute 834, BusRoute 835, BusRoute 888A, BusRoute 888B, BusRoute 888C, BusRoute 888D, BusRoute 689, BusRoute 919, BusRoute 922, BusRoute 924, BusRoute 941, BusRoute 942, BusRoute 943, BusRoute 962, BusRoute 963, BusRoute 968, BusRoute 967
Great Britain	National	1059	missing	BusRoute 622, BusRoute 634, BusRoute 854, BusRoute 874, BusRoute 884, BusRoute 920, BusRoute 959, BusRoute 942, BusRoute 992
