NPTDR File Region	NPTDR File Admin Area	NPTDR Operator Code	Code Problem	NPTDR Route Numbers
Great Britain	National	MB	missing	CoachRoute M7, CoachRoute M17, CoachRoute M20, CoachRoute M12, CoachRoute M36, CoachRoute M15, CoachRoute M35, CoachRoute M34, CoachRoute M14, CoachRoute M10, CoachRoute M6, CoachRoute MBP, CoachRoute M11, CoachRoute M1, BusRoute R1, BusRoute R3, BusRoute R4, BusRoute R6, BusRoute R8, BusRoute R9, BusRoute 127, BusRoute 138, BusRoute 146, BusRoute 261, BusRoute 336, BusRoute 917, BusRoute T32
Great Britain	National	DOL	missing	BusRoute 903
Great Britain	National	MTL	missing	BusRoute 117, BusRoute 635, BusRoute 84, BusRoute 107, BusRoute 217, BusRoute 242, BusRoute 626
Great Britain	National	GAL	missing	BusRoute W1, BusRoute W02
Great Britain	National	UUU	missing	BusRoute B300
Great Britain	National	MC	missing	BusRoute 802, BusRoute 771, BusRoute 772, BusRoute 773
Great Britain	National	ESD	missing	BusRoute 12, BusRoute 125, BusRoute 204
Great Britain	National	CLK	missing	FerryRoute CLK, BusRoute 761, BusRoute 762, BusRoute 763, BusRoute 764, BusRoute 769, BusRoute 770
Great Britain	National	LN	missing	BusRoute LN2
Great Britain	National	MD	missing	BusRoute 870
Great Britain	National	LO	missing	BusRoute 17, BusRoute 18
Great Britain	National	DPC	missing	BusRoute 123
Great Britain	National	CLL	missing	FerryRoute LL1, FerryRoute LL2, BusRoute 905, BusRoute 16, BusRoute 17
Great Britain	National	HEC	missing	BusRoute W26, BusRoute W17
Great Britain	National	ME	missing	BusRoute 54, BusRoute 64, BusRoute 75, BusRoute R2, BusRoute R7, BusRoute 119, BusRoute 130, BusRoute 161, BusRoute 181, BusRoute 202, BusRoute 284, BusRoute 320, BusRoute 352, BusRoute 353, BusRoute 358, BusRoute 359, BusRoute 367, BusRoute B14, BusRoute N64, BusRoute R11, BusRoute T33, BusRoute X26
Great Britain	National	VRTR	missing	BusRoute 19
Great Britain	National	AFI	missing	BusRoute 410, BusRoute 411, BusRoute 412, BusRoute 416
Great Britain	National	CLM	missing	FerryRoute CL1
Great Britain	National	BHX	missing	TramMetroRoute AIR
Great Britain	National	MF	missing	BusRoute MV1, BusRoute MV3, BusRoute MVC
Great Britain	National	ANIT	missing	BusRoute A2
Great Britain	National	CLN	missing	BusRoute 8, BusRoute 33, BusRoute 39, BusRoute 42, BusRoute 523, BusRoute 533, BusRoute 591, BusRoute 593, BusRoute 599, BusRoute 675, BusRoute 694, BusRoute 697, BusRoute C210, BusRoute 92, BusRoute 93, BusRoute 94, BusRoute 250, BusRoute 54, BusRoute X92, BusRoute 48, BusRoute 91, BusRoute 95
Great Britain	National	_GF	missing	FerryRoute ZZ1
Great Britain	National	TRV	missing	BusRoute 618
Great Britain	National	CMC	missing	BusRoute 106, BusRoute 108
Great Britain	National	BIL	missing	BusRoute 439
Great Britain	National	SPH	missing	BusRoute 1, BusRoute 2, BusRoute 3, BusRoute 4, BusRoute 5, BusRoute 6, BusRoute 6A, BusRoute 7, BusRoute 8, BusRoute 9, BusRoute 10, BusRoute 11, BusRoute 12, BusRoute 13, BusRoute 14, BusRoute 15, BusRoute 15A, BusRoute 16, BusRoute 17, BusRoute 23, BusRoute 23A, BusRoute 24, BusRoute 27, BusRoute 28, BusRoute 33, BusRoute 34, BusRoute 34A, BusRoute 49, BusRoute 70, BusRoute 99, BusRoute 614, BusRoute 647, BusRoute 807, BusRoute 809, BusRoute 834, BusRoute 16A, BusRoute 16B, BusRoute 16X, BusRoute 18, BusRoute 83, BusRoute 87, BusRoute 828, BusRoute 54B
Great Britain	National	MG	missing	BusRoute 95A, BusRoute 96A, BusRoute 96, BusRoute 95
Great Britain	National	LR	missing	BusRoute 29, BusRoute 275
Great Britain	National	2729	missing	BusRoute 77
Great Britain	National	2043	missing	BusRoute 622, BusRoute 625, BusRoute 626, BusRoute 313, BusRoute 628, BusRoute 395, BusRoute 621
Great Britain	National	BIM	missing	BusRoute W14
Great Britain	National	CLO	missing	BusRoute 108, BusRoute 165, BusRoute 166, BusRoute 234, BusRoute 235, BusRoute 236, BusRoute 445, BusRoute 446, BusRoute 463, BusRoute 495, BusRoute 447, BusRoute 194, BusRoute 195, BusRoute 016, BusRoute 19
Great Britain	National	LRC	missing	BusRoute 99
Great Britain	National	MH	missing	BusRoute 42, BusRoute 76, BusRoute 213
Great Britain	National	LS	missing	BusRoute 292, BusRoute 298
Great Britain	National	BJC	missing	BusRoute D1, BusRoute D3, BusRoute D4, BusRoute G1, BusRoute S1, BusRoute S2
Great Britain	National	SOV	missing	BusRoute H17
Great Britain	National	OCN	missing	BusRoute 0JS0, BusRoute 0SS0, BusRoute 0US0, BusRoute 101, BusRoute 102, BusRoute 103
Great Britain	National	ROST	missing	BusRoute 9
Great Britain	National	VAT	missing	BusRoute W8, BusRoute W9
Great Britain	National	LEMN	missing	BusRoute 42, BusRoute 43, BusRoute 44, BusRoute N42, BusRoute N44
Great Britain	National	LT	missing	BusRoute 50, BusRoute 647, BusRoute 94, BusRoute 96, BusRoute 98A, TrainRoute 2F02, TrainRoute 2F04, TrainRoute 2F11, TrainRoute 2F25, TrainRoute 2J01, TrainRoute 2J25, TrainRoute 2J26, TrainRoute 2F35, TrainRoute 2J24, TrainRoute 2F06, TrainRoute 2F22, TrainRoute 2F12, TrainRoute 2I05
Great Britain	National	GAR	missing	BusRoute 878, BusRoute 942
Great Britain	National	HDT	missing	BusRoute 1a, BusRoute 1b, BusRoute 1c, BusRoute 2a, BusRoute 2b, BusRoute 56A, BusRoute 57, BusRoute 104, BusRoute 106, BusRoute 110, BusRoute 111, BusRoute 600Y, BusRoute 601Y, BusRoute 602Y, BusRoute 603Y, BusRoute 604Y, BusRoute 605Y, BusRoute 606Y, BusRoute 622Y, BusRoute 632Y, BusRoute 633Y, BusRoute 634Y, BusRoute 635Y, BusRoute 58, BusRoute X59, BusRoute 24, BusRoute 56, BusRoute 57A, BusRoute 3, BusRoute 36, BusRoute 770
Great Britain	National	MJ	missing	BusRoute 271
Great Britain	National	RELI	missing	BusRoute 735, BusRoute 736
Great Britain	National	GAS	missing	BusRoute 625
Great Britain	National	CLR	missing	BusRoute 10, BusRoute 11, BusRoute 24, BusRoute 30, BusRoute 31, BusRoute 33, BusRoute 48, BusRoute 54, BusRoute 69, BusRoute 73, BusRoute 79, BusRoute 81, BusRoute 87, BusRoute 89, BusRoute 91, BusRoute 92, BusRoute 93, BusRoute 98, BusRoute A1, BusRoute A2, BusRoute A3, BusRoute A4, BusRoute A7, BusRoute A8, BusRoute A9, BusRoute 121, BusRoute 123, BusRoute 125, BusRoute 127, BusRoute 128, BusRoute 166, BusRoute 226, BusRoute 227, BusRoute 228, BusRoute 229, BusRoute 245, BusRoute 254, BusRoute 255, BusRoute 256, BusRoute 266, BusRoute 279, BusRoute 286, BusRoute 292, BusRoute 293, BusRoute 296, BusRoute 299, BusRoute 304, BusRoute 305, BusRoute 355, BusRoute 462, BusRoute 463, BusRoute 464, BusRoute 478, BusRoute 479, BusRoute 678, BusRoute 823, BusRoute 824, BusRoute 922, BusRoute 923, BusRoute 924, BusRoute 926, BusRoute A10, BusRoute A11, BusRoute A12, BusRoute X50, BusRoute X92
Great Britain	National	SOX	missing	BusRoute 500, BusRoute 1, BusRoute 3, BusRoute 10, BusRoute 11, BusRoute 12, BusRoute 14, BusRoute 16, BusRoute 17, BusRoute 18, BusRoute 19, BusRoute 20, BusRoute 31, BusRoute 34, BusRoute 50, BusRoute 59, BusRoute 64, BusRoute 7A, BusRoute 7B, BusRoute 7C, BusRoute 85, BusRoute 86, BusRoute 89, BusRoute B1, BusRoute B2, BusRoute B5, BusRoute B8, BusRoute N1, BusRoute N3, BusRoute N7, BusRoute S1, BusRoute S2, BusRoute S3, BusRoute S5, BusRoute 12C, BusRoute 14A, BusRoute 16A, BusRoute 17A, BusRoute 17C, BusRoute 18A, BusRoute 213, BusRoute 214, BusRoute 215, BusRoute 233, BusRoute 242, BusRoute 488, BusRoute 489, BusRoute 59A, BusRoute 59B, BusRoute 600, BusRoute N10, BusRoute N17, BusRoute N30, BusRoute N31, BusRoute N32, BusRoute NS1, BusRoute NS2, BusRoute NS5, BusRoute X30
Great Britain	National	JKM	missing	BusRoute JKM
Great Britain	National	LU	missing	BusRoute 280, BusRoute X80, BusRoute 9, BusRoute 10, BusRoute 27, BusRoute 49, BusRoute 57, BusRoute 65, BusRoute 71, BusRoute 72, BusRoute 94, BusRoute C1, BusRoute K1, BusRoute K2, BusRoute K4, BusRoute K5, BusRoute N9, BusRoute 110, BusRoute 111, BusRoute 120, BusRoute 131, BusRoute 148, BusRoute 220, BusRoute 222, BusRoute 265, BusRoute 267, BusRoute 272, BusRoute 281, BusRoute 283, BusRoute 285, BusRoute 371, BusRoute 391, BusRoute 423, BusRoute 482, BusRoute 493, BusRoute 681, BusRoute 697, BusRoute E11, BusRoute H22, BusRoute H32, BusRoute H37, BusRoute H91, BusRoute H98, BusRoute N65, BusRoute N97, BusRoute 419, BusRoute 440
Great Britain	National	MW1	missing	BusRoute E1, BusRoute E2, BusRoute E3, BusRoute H1, BusRoute H2, BusRoute H3, BusRoute F, BusRoute 2, BusRoute 1
Great Britain	National	CLS	missing	BusRoute 34, BusRoute 35, BusRoute 36, BusRoute 37, BusRoute 38, BusRoute 40, BusRoute 41, BusRoute 134, BusRoute 195, BusRoute 196, BusRoute 197, BusRoute 261, BusRoute 331, BusRoute 40X, BusRoute 697, BusRoute 698, BusRoute 61, BusRoute 62, BusRoute 62A, BusRoute 67, BusRoute 67C, BusRoute 67E, BusRoute 108, BusRoute SB1, BusRoute SB2, BusRoute SB3, BusRoute SB4, BusRoute SB5, BusRoute SB6, BusRoute TC1, BusRoute 60
Great Britain	National	CAPE	missing	BusRoute 333, BusRoute 334
Great Britain	National	MK	missing	BusRoute 11, BusRoute 14, BusRoute 21, BusRoute 14A, BusRoute D1, BusRoute 32, BusRoute 32A, BusRoute 1, BusRoute 2, BusRoute 3, BusRoute 4, BusRoute 5, BusRoute 7, BusRoute 8, BusRoute 1A, BusRoute 1B, BusRoute 1C, BusRoute 25, BusRoute 30, BusRoute 31, BusRoute 33, BusRoute 42, BusRoute 43, BusRoute 4A, BusRoute 51, BusRoute 5A, BusRoute 7A, BusRoute 80, BusRoute 8A, BusRoute X9, BusRoute 300, BusRoute 33A, BusRoute 639
Great Britain	National	MTT	missing	BusRoute ML4, BusRoute ML5, BusRoute ML6, BusRoute ML7, BusRoute ML8
Great Britain	National	SPM	missing	BusRoute 499, BusRoute 500
Great Britain	National	2732	missing	BusRoute 1
Great Britain	National	ML	missing	BusRoute 4, BusRoute 6, BusRoute 7, BusRoute 16, BusRoute 17, BusRoute 32, BusRoute 43, BusRoute 46, BusRoute 52, BusRoute 70, BusRoute 82, BusRoute 90, BusRoute 91, BusRoute 98, BusRoute C2, BusRoute E2, BusRoute E6, BusRoute E8, BusRoute N5, BusRoute N7, BusRoute W5, BusRoute W7, BusRoute W8, BusRoute W9, BusRoute 113, BusRoute 134, BusRoute 139, BusRoute 140, BusRoute 143, BusRoute 182, BusRoute 186, BusRoute 189, BusRoute 190, BusRoute 204, BusRoute 206, BusRoute 209, BusRoute 210, BusRoute 214, BusRoute 232, BusRoute 234, BusRoute 237, BusRoute 240, BusRoute 251, BusRoute 260, BusRoute 263, BusRoute 266, BusRoute 271, BusRoute 274, BusRoute 297, BusRoute 302, BusRoute 316, BusRoute 326, BusRoute 332, BusRoute 383, BusRoute 384, BusRoute 390, BusRoute 395, BusRoute 460, BusRoute 603, BusRoute 606, BusRoute 643, BusRoute 965, BusRoute 969, BusRoute C11, BusRoute H12, BusRoute N16, BusRoute N20, BusRoute N52, BusRoute N91, BusRoute N98
Great Britain	National	RML	missing	BusRoute PB
Great Britain	National	NAD	missing	BusRoute 102, BusRoute 103, BusRoute 104, BusRoute 37, BusRoute 38, BusRoute 10, BusRoute 2, BusRoute 3A, BusRoute 3B, BusRoute 3C, BusRoute 101, BusRoute 105, BusRoute 107, BusRoute 12W
Great Britain	National	CLT	missing	BusRoute 2, BusRoute X62
Great Britain	National	MUI	missing	BusRoute L1
Great Britain	National	OCS	missing	BusRoute 305
Great Britain	National	AIRL	missing	BusRoute X70, BusRoute X80
Great Britain	National	VCB	missing	BusRoute V2, BusRoute V4, BusRoute V6, BusRoute V8, BusRoute V9, BusRoute V12, BusRoute V14, BusRoute V20, BusRoute V21, BusRoute V22, BusRoute V23, BusRoute V24
Great Britain	National	HAJC	missing	BusRoute 28A, BusRoute 31, BusRoute 34, BusRoute 392, BusRoute 629, BusRoute X79, BusRoute 36
Great Britain	National	RMM	missing	BusRoute W32, BusRoute W33
Great Britain	National	HEL	missing	BusRoute 41A, BusRoute 41B, BusRoute 41
Great Britain	National	MUJ	missing	BusRoute 131, BusRoute B11, BusRoute J03, BusRoute 20, BusRoute 21, BusRoute 38, BusRoute 39, BusRoute 40, BusRoute 42, BusRoute 43, BusRoute 51, BusRoute 52, BusRoute 53, BusRoute 54, BusRoute 64, BusRoute 68, BusRoute 81B, BusRoute 83, BusRoute 84, BusRoute 351, BusRoute S03, BusRoute S05, BusRoute 37, BusRoute 61, BusRoute 80, BusRoute 81, BusRoute 81A, BusRoute 308, BusRoute 328, BusRoute 408
Great Britain	National	NXM	missing	TramMetroRoute GRN, TramMetroRoute GYL, TramMetroRoute YEL
Great Britain	National	2180	missing	BusRoute 21, BusRoute 168, BusRoute 270, BusRoute 272, BusRoute 277, BusRoute 286, BusRoute 297, BusRoute 54, BusRoute 173, BusRoute 177, BusRoute 178, BusRoute 20
Great Britain	National	NB	missing	BusRoute 1, BusRoute 4, BusRoute 6, BusRoute 7, BusRoute 8, BusRoute 11, BusRoute 12, BusRoute 13, BusRoute 15, BusRoute 6A, BusRoute 78, BusRoute LINK
Great Britain	National	VCC	missing	BusRoute 12, BusRoute 13, BusRoute 14
Great Britain	National	NC	missing	BusRoute 1, BusRoute 2, BusRoute 5, BusRoute 6, BusRoute 8, BusRoute 9, BusRoute 78, BusRoute 8A, BusRoute 105, BusRoute 107, BusRoute 109, BusRoute 115, BusRoute 643, BusRoute 679
Great Britain	National	MN	missing	BusRoute 29, BusRoute 34, BusRoute 38, BusRoute 41, BusRoute 73, BusRoute 76, BusRoute 78, BusRoute W3, BusRoute W4, BusRoute 102, BusRoute 121, BusRoute 123, BusRoute 125, BusRoute 128, BusRoute 135, BusRoute 141, BusRoute 144, BusRoute 150, BusRoute 168, BusRoute 173, BusRoute 184, BusRoute 192, BusRoute 221, BusRoute 242, BusRoute 243, BusRoute 253, BusRoute N253, BusRoute 254, BusRoute 318, BusRoute 325, BusRoute 329, BusRoute 349, BusRoute 377, BusRoute 382, BusRoute 393, BusRoute 444, BusRoute 462, BusRoute 657, BusRoute N279, BusRoute N29, BusRoute N38, BusRoute N41, BusRoute N73, BusRoute N76, BusRoute W14, BusRoute W15
Great Britain	National	DOY	missing	BusRoute 14, BusRoute 19, BusRoute 59, BusRoute 138, BusRoute 142, BusRoute 143, BusRoute 144, BusRoute 147, BusRoute 148, BusRoute 151, BusRoute 152, BusRoute 418, BusRoute 457, BusRoute 101, BusRoute 102, BusRoute 103, BusRoute 331
Great Britain	National	OCT	missing	BusRoute 13, BusRoute 415
Great Britain	National	HEN	missing	BusRoute 9, BusRoute 12, BusRoute 13, BusRoute 14, BusRoute 16, BusRoute 47, BusRoute 47A, BusRoute 68, BusRoute 72, BusRoute 93, BusRoute 117, BusRoute 129, BusRoute 132, BusRoute 137, BusRoute 147, BusRoute 171, BusRoute 172, BusRoute 178, BusRoute 193, BusRoute 200, BusRoute 209, BusRoute 211, BusRoute 248, BusRoute 271, BusRoute 303, BusRoute 310, BusRoute 312, BusRoute 329, BusRoute 371, BusRoute 395, BusRoute 399, BusRoute X50, BusRoute X71, BusRoute 213, BusRoute 227, BusRoute 228, BusRoute 327, BusRoute 355, BusRoute 226, BusRoute 552, BusRoute 554
Great Britain	National	ND	missing	BusRoute D11, BusRoute D12, BusRoute D13, BusRoute D14, BusRoute 28, BusRoute 100, BusRoute PRD, BusRoute 83, BusRoute 88, BusRoute 101, BusRoute 103, BusRoute 300, BusRoute 27
Great Britain	National	2604	missing	BusRoute 52D, BusRoute 52A
Great Britain	National	2736	missing	BusRoute 73
Great Britain	National	2050	missing	BusRoute 533, BusRoute 630
Great Britain	National	CML	missing	BusRoute 456
Great Britain	National	RMP	missing	BusRoute 196, BusRoute 123, BusRoute 134, BusRoute 223, BusRoute 172, BusRoute W18, BusRoute W20, BusRoute W21, BusRoute W4, BusRoute W17
Great Britain	National	2605	missing	BusRoute 70, BusRoute 82, BusRoute 86C, BusRoute 86H, BusRoute 198, BusRoute 10B, BusRoute 10A, BusRoute 14B, BusRoute 17, BusRoute 21, BusRoute 82D, BusRoute 197, BusRoute 14, BusRoute 14C, BusRoute 227, BusRoute 20, BusRoute 53, BusRoute 217, BusRoute 207, BusRoute 14A
Great Britain	National	WES	missing	BusRoute 700, BusRoute 707, BusRoute 711
Great Britain	National	LRL	missing	BusRoute T45
Great Britain	National	_GP	missing	FerryRoute BF
Great Britain	National	NE	missing	BusRoute 32, BusRoute 36
Great Britain	National	2606	missing	BusRoute 119, BusRoute 120, BusRoute 162, BusRoute 130, BusRoute 151, BusRoute 220, BusRoute 242, BusRoute 244, BusRoute 356, BusRoute 892, BusRoute 133
Great Britain	National	ROTR	missing	BusRoute 125, BusRoute 144, BusRoute 146
Great Britain	National	FVT	missing	BusRoute 952
Great Britain	National	ODL	missing	BusRoute 1, BusRoute 005, BusRoute 401, BusRoute 405, BusRoute 408, BusRoute 415, BusRoute 416, BusRoute 418, BusRoute 403
Great Britain	National	_HF	missing	FerryRoute ZZ2
Great Britain	National	NF	missing	FerryRoute 0NF0
Great Britain	National	RMS	missing	BusRoute 39
Great Britain	National	2608	missing	BusRoute 112, BusRoute 113, BusRoute 138, BusRoute 139, BusRoute 154, BusRoute 155, BusRoute 167, BusRoute 197, BusRoute C2, BusRoute 175, BusRoute 201, BusRoute 204, BusRoute 174, BusRoute 165, BusRoute 213, BusRoute 166, BusRoute 202
Great Britain	National	NH	missing	BusRoute 1, BusRoute 2, BusRoute 3
Great Britain	National	NI	missing	BusRoute N02, BusRoute N4, BusRoute N8, BusRoute N9, BusRoute N11, BusRoute N12, BusRoute 658, BusRoute 667, BusRoute 612, BusRoute 659
Great Britain	National	2609	missing	BusRoute 206, BusRoute 168
Great Britain	National	COMP	missing	BusRoute COMP
Great Britain	National	TURN	missing	BusRoute 94
Great Britain	National	MT	missing	BusRoute 494, BusRoute 496, BusRoute M1, BusRoute 108, BusRoute 118, BusRoute 201, BusRoute 202, BusRoute 9
Great Britain	National	SPW	missing	BusRoute 202, BusRoute 239, BusRoute 341, BusRoute 354, BusRoute 394, BusRoute 396, BusRoute 397, BusRoute 901, BusRoute 905
Great Britain	National	HET	missing	BusRoute W10, BusRoute W13, BusRoute W8A, BusRoute W14, BusRoute W7
Great Britain	National	WFL	missing	FerryRoute WF1
Great Britain	National	MU	missing	BusRoute 337, BusRoute 338, BusRoute 103, BusRoute 132, BusRoute 134, BusRoute 159, BusRoute 162, BusRoute 200, BusRoute 201, BusRoute 311, BusRoute 312, BusRoute 314, BusRoute 315, BusRoute 343, BusRoute 345, BusRoute 355, BusRoute 356, BusRoute 377, BusRoute 386, BusRoute 400, BusRoute 401, BusRoute 425, BusRoute 463, BusRoute 479, BusRoute 944, BusRoute 945, BusRoute 946, BusRoute 955, BusRoute 956, BusRoute 957, BusRoute 967, BusRoute BING, BusRoute M44
Great Britain	National	JMB	missing	BusRoute 495, BusRoute 294, BusRoute 402, BusRoute 403
Great Britain	National	LSF	missing	BusRoute 225
Great Britain	National	BKE	missing	BusRoute 108, BusRoute 392, BusRoute 393
Great Britain	National	MV	missing	BusRoute M4, BusRoute MC2
Great Britain	National	NBC	missing	BusRoute 306
Great Britain	National	MW	missing	BusRoute N6, BusRoute N12, BusRoute N16, BusRoute WT
Great Britain	National	2742	missing	BusRoute 156, BusRoute 157
Great Britain	National	CMT	missing	BusRoute 37, BusRoute 8X
Great Britain	National	JMC	missing	BusRoute 141, BusRoute 142, BusRoute 144, BusRoute 145, BusRoute 146, BusRoute 140
Great Britain	National	LRS	missing	FerryRoute 0CRc, FerryRoute 0RLa, FerryRoute 0TCa, FerryRoute 0TLa, FerryRoute 0TTc, FerryRoute 0WUa, FerryRoute HIL0, FerryRoute TRSa, FerryRoute WFF2
Great Britain	National	NL	missing	BusRoute R01, BusRoute R1, BusRoute 408, BusRoute 33
Great Britain	National	SRC	missing	TramMetroRoute SR
Great Britain	National	ESY	missing	BusRoute EB2, BusRoute EB4
Great Britain	National	HEX	missing	BusRoute C34, BusRoute 162, BusRoute S16
Great Britain	National	2744	missing	BusRoute 528
Great Britain	National	2190	missing	BusRoute 31
Great Britain	National	HEY	missing	BusRoute RL1, BusRoute RL2, BusRoute RL3, BusRoute RL4, BusRoute 2221, BusRoute 22, BusRoute 23, BusRoute 25, BusRoute 37, BusRoute 40, BusRoute 41, BusRoute 42, BusRoute 44, BusRoute 81, BusRoute 82, BusRoute 90, BusRoute 94, BusRoute 95, BusRoute B7, BusRoute 103, BusRoute 104, BusRoute 113, BusRoute 114, BusRoute 115, BusRoute 116, BusRoute 134, BusRoute 135, BusRoute 203, BusRoute 218, BusRoute 220, BusRoute 223, BusRoute 224, BusRoute 23A, BusRoute 224A, BusRoute 25A, BusRoute 242A, BusRoute 81A, BusRoute 90a, BusRoute B10, BusRoute X81
Great Britain	National	MY	missing	BusRoute 101, BusRoute 132, BusRoute 15, BusRoute 20, BusRoute 386
Great Britain	National	RNN	missing	BusRoute R14, BusRoute R15, BusRoute 72, BusRoute 218
Great Britain	National	OB	missing	BusRoute 29, BusRoute ACLE
Great Britain	National	ROB	missing	BusRoute TB10, BusRoute TB11, BusRoute TB14, BusRoute 9, BusRoute 96, BusRoute 97, BusRoute 96A
Great Britain	National	OC	missing	BusRoute M2, BusRoute M4, BusRoute 741, BusRoute 742, BusRoute 743, BusRoute 386, BusRoute 744, BusRoute 808
Great Britain	National	GCL	missing	BusRoute 28B, BusRoute 92A, BusRoute X99, BusRoute 711
Great Britain	National	COA	missing	BusRoute 73, BusRoute 81, BusRoute 162
Great Britain	National	NWAB	missing	BusRoute NW1
Great Britain	National	TW1	missing	BusRoute 63, BusRoute 65, BusRoute 60, BusRoute 8, BusRoute 3
Great Britain	National	JLS	missing	BusRoute BRS, BusRoute 1N, BusRoute 1S, BusRoute 4, BusRoute 4A, BusRoute 6, BusRoute 9, BusRoute 12, BusRoute 13, BusRoute 21, BusRoute 23
Great Britain	National	TLNK	missing	BusRoute K, BusRoute S
Great Britain	National	OE	missing	BusRoute X90
Great Britain	National	JLT	missing	BusRoute 623
Great Britain	National	BLTR	missing	BusRoute 223, BusRoute 249
Great Britain	National	THAN	missing	CoachRoute 7, CoachRoute 6, CoachRoute 2, CoachRoute 1, CoachRoute 5, CoachRoute 3, CoachRoute 8, CoachRoute 4
Great Britain	National	2062	missing	BusRoute 590
Great Britain	National	2194	missing	BusRoute 11A, BusRoute 4A, BusRoute 4, BusRoute 4X, BusRoute 9, BusRoute X9, BusRoute 7, BusRoute 13, BusRoute DB8, BusRoute DB5, BusRoute X1, BusRoute 72, BusRoute 73, BusRoute 75, BusRoute 52, BusRoute 52A, BusRoute 51, BusRoute 53, BusRoute 39, BusRoute 101, BusRoute 141, BusRoute 159, BusRoute 48, BusRoute DB1, BusRoute DB6, BusRoute DB2, BusRoute 36, BusRoute 36A, BusRoute DB3, BusRoute SP1, BusRoute SP2, BusRoute 41A, BusRoute 41, BusRoute 82, BusRoute 82A, BusRoute 82B, BusRoute X41
Great Britain	National	GDC	missing	BusRoute 663
Great Britain	National	FAB	missing	BusRoute 1, BusRoute 1A, BusRoute 2, BusRoute 2A, BusRoute 3, BusRoute 3A, BusRoute 5, BusRoute 9, BusRoute 12, BusRoute 13, BusRoute 13A, BusRoute 14, BusRoute 14A, BusRoute 16, BusRoute 16A, BusRoute 17, BusRoute 17A, BusRoute 19, BusRoute 20, BusRoute 21, BusRoute 21A, BusRoute 23, BusRoute 25, BusRoute 27, BusRoute 40, BusRoute 80, BusRoute 901, BusRoute 902, BusRoute 903, BusRoute 904, BusRoute 920
Great Britain	National	PHO	missing	BusRoute 36A
Great Britain	National	BLB	missing	BusRoute A2B1, BusRoute 10, BusRoute 10A, BusRoute 50, BusRoute 51, BusRoute 59, BusRoute 70A, BusRoute 70B, BusRoute 93, BusRoute 101, BusRoute 106, BusRoute 107, BusRoute 108, BusRoute 109, BusRoute 110, BusRoute 117, BusRoute 201, BusRoute 202, BusRoute 203, BusRoute 204, BusRoute 210, BusRoute 213, BusRoute 215, BusRoute 220, BusRoute 221, BusRoute 231, BusRoute 252, BusRoute 253, BusRoute 257, BusRoute 258, BusRoute 260, BusRoute 261, BusRoute 263, BusRoute 267, BusRoute 268, BusRoute 269, BusRoute 270, BusRoute 271, BusRoute 272, BusRoute 273, BusRoute 274, BusRoute 275, BusRoute 276, BusRoute 277, BusRoute 279, BusRoute 280, BusRoute 281, BusRoute 283, BusRoute 284, BusRoute 286, BusRoute 290, BusRoute 291, BusRoute 292, BusRoute 293, BusRoute 301, BusRoute 302, BusRoute 303, BusRoute 304, BusRoute 304A, BusRoute 304B, BusRoute 305, BusRoute 306, BusRoute 307, BusRoute 315, BusRoute 323, BusRoute 325, BusRoute 326, BusRoute 327, BusRoute 328, BusRoute 331, BusRoute 336, BusRoute 405, BusRoute 416, BusRoute 421, BusRoute 452, BusRoute 727, BusRoute 737, BusRoute 895, BusRoute 896, BusRoute 917N, BusRoute 937N, BusRoute 950N, BusRoute 963N, BusRoute X7, BusRoute X15, BusRoute X17, BusRoute 104, BusRoute 105, BusRoute 205, BusRoute 240, BusRoute 329, BusRoute 8, BusRoute 9, BusRoute 17A, BusRoute 19, BusRoute 19B, BusRoute 19C, BusRoute 17
Great Britain	National	COD	missing	BusRoute 584, BusRoute 585
Great Britain	National	SCAR	missing	BusRoute T57
Great Britain	National	NS	missing	BusRoute X5, BusRoute X6, BusRoute 2C, BusRoute X2, BusRoute X54, BusRoute 2, BusRoute 2A, BusRoute 4
Great Britain	National	2196	missing	BusRoute 272, BusRoute 273
Great Britain	National	FAC	missing	BusRoute 26
Great Britain	National	2197	missing	BusRoute 130
Great Britain	National	RCHD	missing	BusRoute 991, BusRoute 992, BusRoute 993, BusRoute 994, BusRoute 995, BusRoute 996, BusRoute 997
Great Britain	National	JML	missing	BusRoute 1, BusRoute 900, BusRoute 906, BusRoute 1A
Great Britain	National	_HT	missing	FerryRoute ZZ4
Great Britain	National	NBM	missing	BusRoute 111, BusRoute 646, BusRoute 961
Great Britain	National	2198	missing	BusRoute 46, BusRoute 45, BusRoute 5, BusRoute 37A, BusRoute 38
Great Britain	National	NCB	missing	BusRoute 216
Great Britain	National	1676	missing	BusRoute 934, BusRoute 973
Great Britain	National	2199	missing	BusRoute 339
Great Britain	National	NV	missing	BusRoute 13, BusRoute 14, BusRoute 20, BusRoute 21, BusRoute 23, BusRoute 26, BusRoute 27, BusRoute 28, BusRoute 29, BusRoute 53, BusRoute 58, BusRoute 59, BusRoute 66, BusRoute 70, BusRoute 78, BusRoute 79, BusRoute 83, BusRoute 87, BusRoute 89, BusRoute 123, BusRoute 149, BusRoute 151, BusRoute 172, BusRoute 173, BusRoute 176, BusRoute 181, BusRoute 192, BusRoute 277, BusRoute 282, BusRoute 283, BusRoute 285, BusRoute 295, BusRoute 297, BusRoute 404, BusRoute 405, BusRoute 406, BusRoute 416, BusRoute 417, BusRoute 422, BusRoute 601, BusRoute 673, BusRoute TW4
